Arena REIT,ordinary units,ARF,I,2.4375,-,2.4375,-,3,-,-,0.4,26 Sep,30 Sep,14 Nov,1,,
Ariadne Aust,ordinary,ARA,F,0.5,-,1.0,40.00,-,-,0.5,0.5,8 Sep,10 Sep,3 Oct,0,,
Arrium Ltd,ordinary,ARI,F,3.0,-,9.0,-,-,-,2.0,3.0,10 Sep,12 Sep,16 Oct,0,,
Asia Pacific Data,ordinary stapled sec,AJD,I,-,2.25,-,-,-,-,-,1.81,26 Sep,30 Sep,30 Oct,1,,
Asian Masters Fund,ordinary,AUF,F,1.0,-,2.0,-,3,-,1.0,-,29 Aug,2 Sep,2 Oct,0,,
ASX,ordinary,ASX,F,89.9,-,178.1,100,4,-,87.9,82.3,3 Sep,5 Sep,24 Sep,0,,
Atlas Iron,ordinary,AGO,F,2.0,-,2.0,-,3,-,-,3.0,10 Sep,12 Sep,6 Oct,0,,
Auckland Airport,ordinary,AIA,F,-,-,-,-,-,-,4.5925,5.4987,1 Oct,3 Oct,17 Oct,0,,
Aurizon Hldgs Ltd,ordinary,AZJ,F,8.5,-,16.5,-,-,-,4.1,8.2,29 Aug,2 Sep,22 Sep,0,,
Aurora Absolute Return,ordinary units,ABW,I,1.54,-,1.54,-,3,-,4.89,1.59,26 Sep,30 Sep,17 Oct,1,,
Aurora Div Inc Tr,managed fund units,AOD,I,0.5,-,0.5,238,3,-,2.85,1.45,26 Sep,30 Sep,17 Oct,0,,
Aurora Funds,ordinary,AFV,F,1.0,-,1.0,100,3,-,-,-,8 Oct,10 Oct,31 Oct,1,,
Aurora Global Inc Tr,ordinary units,AIB,I,2.2,-,2.2,-,3,-,7.62,2.55,26 Sep,30 Sep,17 Oct,1,,
Aurora Prop,ordinary units,AUP,I,10.78,-,10.78,-,3,-,32.1,10.8,26 Sep,30 Sep,17 Oct,1,,
Aust Gov Index Fund,ordinary,AQF,F,3.0,-,6.0,100,3,-,3.0,3.0,29 Aug,2 Sep,2 Oct,0,,
Ausdrill,ordinary,ASL,F,2.0,-,4.5,100,4,-,6.5,5.5,1 Oct,3 Oct,17 Oct,0,,
Aust Vintage,ordinary,AVG,F,2.2,-,2.2,100,4,-,-,2.6,29 Oct,31 Oct,19 Nov,0,,
Austbrokers Hldgs,ordinary,AUB,F,26.5,-,38.5,100,3,-,11.0,24.5,30 Sep,2 Oct,24 Oct,0,,
Austock Grp,ordinary,ACK,F,1.0,-,2.0,100,-,-,1.0,1.0,3 Sep,5 Sep,24 Sep,0,,
Aust Enhanced,units,AYF,I,10.0,-,10.0,-,-,-,33.75,10.0,26 Sep,30 Sep,15 Oct,1,,
Aust Ethical,ordinary,AEF,F,120.0,-,200.0,100,4,-,40.0,45.0,12 Sep,16 Sep,3 Oct,0,,
Aust Leaders Fund,ordinary,ALF,F,6.0,-,12.0,100,3,-,6.0,6.0,9 Oct,13 Oct,28 Oct,0,,
Aust United Invest,ordinary,AUI,F,17.5,-,32.0,100,3,-,13.5,16.0,3 Sep,5 Sep,25 Sep,0,,
Automotive Hldgs,ordinary,AHE,F,12.5,-,21.0,100,-,-,8.0,12.0,10 Sep,12 Sep,2 Oct,0,,
Aveo Grp,stapled securities,AOG,F,4.0,-,4.0,-,4,-,-,-,26 Jun,30 Jun,30 Sep,0,,
Bank of Qld,conv pref share,BOQPD,F,274.69,-,544.04,100,-,-,176.52,286.12,25 Sep,29 Sep,15 Oct,1,,
BC Iron,ordinary,BCI,F,15.0,-,32.0,100,-,-,5.0,30.0,1 Sep,3 Sep,25 Sep,0,,
Beach Energy,ordinary,BPT,F,2.0,-,4.0,100,3,-,0.75,2.0,3 Sep,5 Sep,26 Sep,0,,
Beacon Lighting Grp,ordinary,BLX,F,1.4,-,1.4,100,-,-,-,-,2 Sep,4 Sep,26 Sep,0,,
Bendigo & Adelaide Bk,ordinary,BEN,F,33.0,-,64.0,100,3,3,30.0,31.0,19 Aug,21 Aug,30 Sep,0,,
Bendigo & Adelaide Bk,reset preference,BENPB,I,72.37,-,72.37,100,-,-,235.79,71.2,20 Nov,24 Nov,15 Dec,0,,
Bendigo & Adelaide Bk,step up non-cum pref,BENPC,Q1,78.0,-,78.0,100,-,-,153.0,78.0,22 Sep,24 Sep,10 Oct,0,,
Bendigo & Adelaide Bk,conv pref share,BENPD,I,273.9,-,273.9,100,-,-,273.62,-,26 Nov,28 Nov,15 Dec,0,,
Bentham IMF,ordinary,IMF,F,5.0,-,10.0,100,3,-,-,5.0,17 Sep,19 Sep,3 Oct,0,,
Bentley Capital,ordinary,BEL,F,0.95,-,1.95,100,3,-,-,-,10 Sep,12 Sep,26 Sep,0,,
Beyond Int'l,ordinary,BYI,F,5.0,-,9.0,-,-,-,3.0,4.0,17 Sep,19 Sep,17 Oct,0,,
BHP Billiton,ordinary,BHP,F,66.1994,-,130.923,100,-,-,55.567,64.3789,3 Sep,5 Sep,23 Sep,0,,
BigAir Grp,ordinary,BGL,F,1.1,-,1.1,100,-,-,-,1.0,27 Aug,29 Aug,30 Sep,0,,
Blackmores,ordinary,BKL,F,83.0,-,127.0,100,3,-,44.0,83.0,10 Sep,12 Sep,3 Oct,0,,
Blackwall Prop Tr,ordinary units,BWR,F,0.35,-,0.35,-,-,-,-,-,8 Oct,10 Oct,31 Oct,0,,
Blackwall Property,ordinary,BWF,F,1.3,-,2.5,100,-,-,0.5,0.6,8 Oct,10 Oct,31 Oct,0,,
Blue Sky Alt Invest,ordinary,BLA,F,7.0,-,7.0,100,-,-,-,6.0,10 Sep,12 Sep,3 Oct,0,,
Boral,ordinary,BLD,F,8.0,-,15.0,100,4,-,5.0,6.0,2 Sep,4 Sep,26 Sep,0,,
Brambles,ordinary,BXB,F,13.5,-,27.0,30.00,-,-,13.5,13.5,10 Sep,12 Sep,9 Oct,0,,
Breville Grp,ordinary,BRG,F,13.0,-,27.0,100,4,-,14.0,12.0,17 Sep,19 Sep,10 Oct,0,,
Brierty,ordinary,BYL,F,1.75,-,3.0,100,-,-,1.25,1.75,16 Sep,18 Sep,2 Oct,0,,
Cabcharge Aust,ordinary,CAB,F,10.0,-,25.0,100,-,-,18.0,12.0,26 Sep,30 Sep,29 Oct,0,,
Cadence Capital,ordinary,CDM,F,5.0,-,10.0,100,3,-,6.0,5.0,17 Sep,19 Sep,30 Sep,0,,
Calibre Grp Ltd,ordinary,CGH,F,2.5,-,6.0,100,3,-,5.8,1.8,10 Sep,12 Sep,1 Oct,0,,
Calliden Grp,ordinary,CIX,I,1.0,-,1.0,100,4,-,0.5,-,12 Sep,16 Sep,30 Sep,0,,
Caltex Aust,ordinary,CTX,I,20.0,-,20.0,100,-,-,17.0,-,5 Sep,9 Sep,1 Oct,0,,
Cape Lambert Res,ordinary,CFE,I,2.0,-,2.0,100,-,-,-,-,25 Sep,29 Sep,31 Oct,0,,
Capitol Health,ordinary,CAJ,F,0.5,-,0.9,100,3,-,0.25,0.3,24 Sep,26 Sep,24 Oct,0,,
Cardno,ordinary,CDD,F,17.0,-,36.0,100,3,-,18.0,18.0,10 Sep,12 Sep,10 Oct,0,,
carsales.com,ordinary,CRZ,F,17.4,-,32.1,100,3,-,12.7,15.6,29 Sep,1 Oct,22 Oct,0,,
Cash Convert,ordinary,CCV,F,2.0,-,4.0,100,3,-,2.0,2.0,12 Sep,16 Sep,30 Sep,0,,
Cedar Woods Prop,ordinary,CWP,F,15.5,-,27.5,100,4,4,11.0,15.0,1 Oct,3 Oct,31 Oct,0,,
Centrepoint Alliance,ordinary,CAF,F,2.2,-,2.2,100,4,-,-,-,24 Sep,26 Sep,15 Oct,0,,
Centuria Capital,ordinary,CNI,F,1.5,-,2.75,100,4,-,1.25,-,10 Sep,12 Sep,14 Nov,0,,
Century Aust,ordinary,CYA,F,2.0,-,5.0,100,-,-,1.4,1.45,10 Sep,12 Sep,30 Sep,0,,
Challenger,ordinary,CGF,F,13.5,-,26.0,40.00,-,-,9.5,10.5,29 Aug,2 Sep,30 Sep,0,,
Chalmers,ordinary,CHR,F,2.5,-,7.5,100,-,-,5.0,5.0,16 Sep,18 Sep,2 Oct,0,,
Clime Capital,ordinary,CAM,I,1.15,-,1.15,100,3,-,3.0,1.0,1 Oct,3 Oct,23 Oct,0,,
Clime Capital,7.5% non-cum. pref,CAMPA,I,4.75,-,4.75,100,-,-,14.25,4.75,1 Oct,3 Oct,22 Oct,0,,
Clime Invest,ordinary,CIW,F,3.0,-,5.5,100,-,-,1.5,-,17 Sep,19 Sep,26 Sep,0,,
CML Grp,ordinary,CGR,F,0.6,-,1.1,100,-,-,0.5,0.5,1 Oct,3 Oct,30 Oct,0,,
Coca-Cola Amatil,ordinary,CCL,I,20.0,-,20.0,75.00,3,-,26.5,-,26 Aug,28 Aug,7 Oct,0,,
Cochlear,ordinary,COH,F,127.0,-,254.0,20.00,-,-,125.0,127.0,2 Sep,4 Sep,25 Sep,0,,
Codan,ordinary,CDA,F,1.5,-,3.0,100,-,-,6.0,7.0,10 Sep,12 Sep,1 Oct,0,,
Collection House,ordinary,CLH,F,4.1,-,8.0,100,3,-,3.6,3.6,24 Sep,26 Sep,17 Oct,0,,
Colorpak,ordinary,CKL,F,1.75,-,3.5,100,3,-,1.75,1.75,9 Sep,11 Sep,8 Oct,0,,
C'wlth Bank  of Aust,ordinary,CBA,F,218.0,-,401.0,100,3,-,164.0,200.0,19 Aug,21 Aug,2 Oct,0,,
C'wlth Bank  of Aust,perp.exc.(perls v),CBAPA,I,213.67,-,427.34,100,-,-,622.91,205.68,22 Oct,24 Oct,31 Oct,0,,
C'wlth Bank  of Aust,perp.exc.(perls vi),CBAPC,I,112.51,-,112.51,100,-,-,357.47,111.34,3 Dec,5 Dec,15 Dec,0,,
Contango Microcap,ordinary,CTN,F,4.6,-,8.6,50.00,3,-,3.8,4.0,3 Sep,5 Sep,30 Sep,0,,
Corporate Travel,ordinary,CTD,F,7.5,-,12.0,100,-,-,4.0,6.5,5 Sep,9 Sep,10 Oct,0,,
Countplus,ordinary,CUP,I,2.0,-,5.0,100,-,-,9.0,3.0,27 Oct,29 Oct,17 Nov,0,,
Cover-More Grp,ordinary,CVO,F,7.2,-,7.2,100,-,-,-,-,29 Aug,2 Sep,26 Sep,0,,
CPT Global,ordinary,CGO,F,1.5,-,4.5,100,3,-,-,-,10 Oct,14 Oct,30 Oct,0,,
Credit Corp Grp,ordinary,CCP,F,20.0,-,40.0,100,4,-,20.0,17.0,24 Sep,26 Sep,3 Oct,0,,
Cromwell Property,stapled securities,CMW,I,1.9375,-,1.9375,-,3,-,5.4375,1.875,26 Sep,30 Sep,12 Nov,1,,
Crown Resorts,ordinary,CWN,F,19.0,-,37.0,50.00,-,-,18.0,19.0,24 Sep,26 Sep,10 Oct,0,,
Cryosite,ordinary,CTE,F,1.0,-,1.5,-,-,-,0.5,1.0,8 Sep,10 Sep,24 Sep,0,,
CSL,ordinary,CSL,F,64.848,-,123.731,-,4,-,48.66,56.98,8 Sep,10 Sep,3 Oct,0,,
CTI Logistics,ordinary,CLX,F,4.0,-,8.0,100,3,3,3.5,4.0,15 Oct,17 Oct,31 Oct,0,,
Data#3,ordinary,DTL,F,3.0,-,4.5,100,4,-,3.45,3.55,12 Sep,16 Sep,30 Sep,0,,
Decmil Grp,ordinary,DCG,F,8.5,-,13.0,100,-,-,4.0,8.0,3 Sep,5 Sep,26 Sep,0,,
Desane Grp Hldgs,ordinary,DGH,F,2.0,-,4.0,100,-,-,-,1.0,12 Nov,14 Nov,26 Nov,0,,
Dick Smith Hldgs,ordinary,DSH,F,8.0,-,8.0,100,-,-,-,-,3 Sep,5 Sep,21 Oct,0,,
Dicker Data,ordinary,DDR,F,1.85,-,2.35,100,3,-,4.25,2.75,23 Sep,25 Sep,7 Oct,1,,
Diversified United Inv,ordinary,DUI,F,7.5,-,14.0,100,3,-,6.0,7.5,3 Sep,5 Sep,25 Sep,0,,
DWS,ordinary,DWS,F,4.25,-,8.75,100,-,-,5.5,5.5,10 Sep,12 Sep,3 Oct,0,,
E & A,ordinary,EAL,F,2.75,-,5.5,100,3,-,2.5,2.5,12 Nov,14 Nov,28 Nov,0,,
eBet,ordinary,EBT,F,5.5,-,5.5,50.00,-,-,-,3.5,1 Jul,3 Jul,26 Sep,0,,
Echo Entertainment,ordinary,EGP,F,4.0,-,8.0,100,3,-,4.0,2.0,22 Aug,26 Aug,30 Sep,0,,
Embelton,ordinary,EMB,F,17.5,-,30.5,100,-,-,13.0,16.0,17 Sep,19 Sep,10 Oct,0,,
Emerging Markets MF,units,EMF,F,3.0,-,6.0,-,3,-,-,6.0,26 Jun,30 Jun,24 Sep,0,,
Empired,ordinary,EPD,F,1.0,-,1.0,100,-,-,-,0.5,2 Oct,7 Oct,21 Oct,0,,
Energy Action Ltd,ordinary,EAX,F,3.62,-,7.35,100,4,-,3.55,5.1,26 Aug,28 Aug,15 Oct,0,,
Energy Developments,ordinary,ENE,F,28.0,-,28.0,100,4,-,-,11.0,19 Sep,23 Sep,23 Oct,0,,
Equity Trustees,ordinary,EQT,F,48.0,-,94.0,100,3,-,42.0,50.0,16 Sep,18 Sep,16 Oct,0,,
ERM Power,ordinary,EPW,F,6.0,-,12.0,100,3,-,5.0,5.5,9 Sep,11 Sep,13 Oct,0,,
Ethane Pipeline,stapled securities,EPX,I,3.2,-,3.2,76.47,-,-,10.9965,3.29,26 Sep,30 Sep,15 Oct,0,,
Evolution Mining,ordinary,EVN,F,1.0,-,2.0,-,3,-,1.0,-,5 Sep,9 Sep,3 Oct,0,,
FFI Hldgs,ordinary,FFI,F,7.5,-,17.5,100,3,-,25.0,-,31 Oct,5 Nov,14 Nov,0,,
Fantastic Hldgs,ordinary,FAN,F,3.0,-,6.0,100,-,-,7.5,3.0,29 Sep,1 Oct,15 Oct,0,,
Flagship Invest,ordinary,FSI,F,4.0,-,7.25,100,3,-,3.0,3.5,10 Sep,12 Sep,26 Sep,0,,
Fleetwood Corp,ordinary,FWD,F,2.0,-,4.0,100,3,-,30.0,-,1 Sep,3 Sep,30 Sep,0,,
FlexiGroup,ordinary,FXL,F,8.5,-,16.5,100,4,-,7.0,7.5,10 Sep,12 Sep,17 Oct,0,,
Flight Centre Travel,ordinary,FLT,F,97.0,-,152.0,100,-,-,46.0,91.0,17 Sep,19 Sep,17 Oct,0,,
Folkestone Edu,units,FET,I,3.175,-,3.175,-,3,-,-,-,26 Sep,30 Sep,20 Oct,1,,
Folkestone Social,units,FST,I,5.25,-,5.25,-,-,-,-,-,26 Sep,30 Sep,20 Oct,1,,
Fortescue Metals Grp,ordinary,FMG,F,10.0,-,20.0,100,3,-,-,10.0,1 Sep,3 Sep,3 Oct,0,,
Freedom Foods Grp,ordinary,FNP,F,1.5,-,3.0,100,3,-,-,1.0,1 Oct,3 Oct,3 Nov,0,,
FSA Grp,ordinary,FSA,F,3.5,-,6.0,100,-,-,1.75,3.25,10 Sep,12 Sep,26 Sep,0,,
Gale Pacific,ordinary,GAP,F,1.35,-,2.65,-,4,-,1.3,1.35,13 Nov,17 Nov,1 Dec,0,,
Gazal Corp,ordinary,GZL,F,11.0,-,18.0,100,4,-,7.0,11.0,15 Sep,17 Sep,2 Oct,0,,
GBST Hldgs,ordinary,GBT,F,4.5,-,8.5,100,-,-,3.0,3.5,26 Sep,30 Sep,15 Oct,0,,
Goodman Fielder,ordinary,GFF,F,1.0,-,2.0,100,4,-,-,3.0,11 Sep,15 Sep,1 Oct,0,,
Goodman Plus Tr,step-up units,GMPPA,I,165.726,-,165.726,-,-,-,545.2895,169.0658,19 Sep,23 Sep,30 Sep,1,,
GR Engineering,ordinary,GNG,F,4.0,-,7.0,100,-,-,2.0,3.0,12 Sep,16 Sep,30 Sep,0,,
Greencross,ordinary,GXL,F,7.0,-,12.5,100,3,-,5.0,5.0,4 Sep,8 Sep,29 Sep,0,,
GWA Grp,ordinary,GWA,F,5.5,-,5.5,100,4,-,6.0,6.0,15 Sep,17 Sep,8 Oct,0,,
Hansen Tech,ordinary,HSN,F,3.0,-,6.0,100,3,-,3.0,3.0,5 Sep,9 Sep,30 Sep,0,,
Harvey Norman,ordinary,HVN,F,8.0,-,14.0,100,-,-,4.5,4.5,30 Oct,3 Nov,1 Dec,0,,
Hills,ordinary,HIL,F,3.6,-,7.0,100,4,-,-,3.25,10 Sep,12 Sep,26 Sep,0,,
Homeloans,ordinary,HOM,F,2.0,-,5.0,100,3,-,3.0,3.0,11 Sep,15 Sep,3 Oct,0,,
Hunter Hall Global,ordinary,HHV,F,3.0,-,6.5,23.34,3,-,1.7,2.5,18 Sep,22 Sep,1 Oct,0,,
Hunter Hall Int'l,ordinary,HHL,F,6.4,-,13.4,98.44,3,-,8.6,10.0,9 Sep,11 Sep,25 Sep,0,,
ICSGlobal,ordinary,ICS,F,0.1,-,0.2,-,-,-,-,0.1,22 Oct,24 Oct,14 Nov,0,,
Iluka Res,ordinary,ILU,I,6.0,-,6.0,100,-,-,5.0,-,3 Sep,5 Sep,3 Oct,0,,
Imperial Pacific,ordinary,IPC,F,5.0,-,5.0,100,4,-,-,5.0,29 Sep,1 Oct,9 Oct,0,,
Independence Grp,ordinary,IGO,F,5.0,-,8.0,100,-,-,1.0,1.0,12 Sep,16 Sep,30 Sep,0,,
Insurance Aust Grp,ordinary,IAG,F,26.0,-,39.0,100,3,-,11.0,25.0,8 Sep,10 Sep,8 Oct,0,,
Insurance Aust Grp,conv pref shs,IAGPC,I,239.42,-,239.42,100,-,-,241.43,-,22 Oct,24 Oct,3 Nov,0,,
InvoCare,ordinary,IVC,I,15.75,-,15.75,100,3,-,15.0,-,10 Sep,12 Sep,3 Oct,0,,
IOOF Hldgs,ordinary,IFL,F,25.0,-,47.5,100,-,-,19.5,22.5,22 Sep,24 Sep,15 Oct,0,,
IRESS,ordinary,IRE,I,16.0,-,16.0,40.00,-,-,13.5,-,11 Sep,15 Sep,30 Sep,0,,
Jumbo Interactive,ordinary,JIN,F,1.5,-,3.0,100,4,-,1.5,1.5,3 Sep,5 Sep,26 Sep,0,,
K & S Corp,ordinary,KSC,F,3.0,-,6.0,100,3,-,6.5,4.5,15 Oct,17 Oct,31 Oct,0,,
Landmark White,ordinary,LMW,F,2.5,-,3.75,100,-,-,1.0,2.25,16 Sep,18 Sep,2 Oct,0,,
Laserbond,ordinary,LBL,F,0.2,-,0.4,100,4,-,0.2,0.2,10 Sep,12 Sep,26 Sep,0,,
Legend Corp,ordinary,LGD,F,1.0,-,1.75,100,4,-,0.6,1.1,24 Sep,26 Sep,24 Oct,0,,
Leighton Hldgs,ordinary,LEI,I,57.0,-,57.0,25.00,-,-,45.0,-,15 Sep,17 Sep,3 Oct,0,,
Lend Lease Grp,unit/ord stapled,LLC,F,49.0,-,71.0,-,3,-,22.0,20.0,1 Sep,3 Sep,22 Sep,0,,
Life Healthcare Grp,ordinary,LHC,F,7.5,-,7.5,100,-,-,-,-,3 Sep,5 Sep,26 Sep,0,,
Lindsay Aust,ordinary,LAU,F,0.9,-,2.0,100,3,-,0.5,0.9,11 Sep,15 Sep,30 Sep,0,,
LogiCamms,ordinary,LCM,F,3.5,-,5.5,100,-,-,4.5,4.5,9 Sep,11 Sep,25 Sep,0,,
London City Equities,ordinary,LCE,F,1.0,-,1.0,100,4,-,-,1.0,29 Sep,1 Oct,9 Oct,0,,
Lycopodium,ordinary,LYL,F,1.5,-,6.5,100,-,-,15.0,21.0,29 Sep,1 Oct,15 Oct,0,,
M2 Grp,ordinary,MTU,F,14.5,-,26.0,100,3,-,10.0,10.0,7 Oct,9 Oct,30 Oct,0,,
MACA,ordinary,MLD,I,25.0,-,25.0,100,-,-,-,5.5,22 Sep,24 Sep,1 Oct,0,,
Macq Atlas Roads,ordinary stapled,MQA,F,8.2,-,13.2,-,-,-,3.3,-,22 Sep,24 Sep,8 Oct,1,,
Magellan Flagship,ordinary,MFF,F,1.0,-,2.0,-,3,-,1.0,1.0,13 Oct,15 Oct,14 Nov,0,,
Mastermyne Grp,ordinary,MYE,F,1.4,-,2.4,100,-,-,3.3,3.6,24 Sep,26 Sep,16 Oct,0,,
MaxiTRANS Ind,ordinary,MXI,F,2.25,-,6.0,100,4,-,4.25,4.25,24 Sep,26 Sep,10 Oct,0,,
McMillan Shakespeare,ordinary,MMS,F,31.0,-,52.0,100,-,-,24.0,18.0,29 Sep,1 Oct,15 Oct,0,,
McPherson's,ordinary,MCP,F,5.0,-,11.0,100,3,-,10.0,7.0,3 Oct,8 Oct,11 Nov,0,,
Melbourne IT,ordinary,MLB,I,1.0,-,1.0,80.00,-,-,25.0,-,11 Sep,15 Sep,30 Sep,0,,
Meridian Energy,instalment receipts,MEZCA,F,7.9023,-,11.7277,-,-,-,-,-,26 Sep,30 Sep,15 Oct,0,,
Mermaid Marine,ordinary,MRM,F,7.0,-,12.5,100,3,-,5.5,7.0,3 Sep,5 Sep,26 Sep,0,,
MGM Wireless,ordinary,MWR,F,1.1,-,1.1,-,-,-,-,1.0,18 Sep,22 Sep,10 Nov,0,,
Mighty River Power,ordinary,MYT,F,7.4318,-,12.3084,-,-,-,-,6.2386,1 Sep,3 Sep,30 Sep,0,,
Mincor Res,ordinary,MCR,F,2.0,-,4.0,100,-,-,2.0,2.0,25 Aug,27 Aug,24 Sep,0,,
Mineral Res,ordinary,MIN,F,32.0,-,62.0,100,3,-,16.0,32.0,3 Sep,5 Sep,10 Oct,0,,
Monadelphous Grp,ordinary,MND,F,63.0,-,123.0,100,3,-,62.0,75.0,10 Sep,12 Sep,3 Oct,0,,
Money3 Corp,ordinary,MNY,F,2.5,-,4.5,100,-,-,1.75,2.25,3 Oct,8 Oct,23 Oct,0,,
Mount Gibson Iron,ordinary,MGX,F,4.0,-,4.0,100,4,-,2.0,2.0,26 Sep,30 Sep,15 Oct,0,,
Myer Hldgs,ordinary,MYR,F,5.5,-,14.5,100,-,-,10.0,8.0,25 Sep,29 Sep,13 Nov,0,,
MyState,ordinary,MYS,F,14.5,-,28.5,100,-,-,14.0,14.0,10 Sep,12 Sep,3 Oct,0,,
Namoi Cotton,co-operative cap.unt,NAM,I,0.5,-,0.5,-,-,-,-,-,15 Oct,17 Oct,31 Oct,0,,
NAOS Emerging Opp,ordinary,NCC,F,3.0,-,5.75,100,3,-,-,2.5,20 Nov,24 Nov,3 Dec,0,,
National Aust Bank,pref share,NABPA,Q1,106.33,-,106.33,100,-,-,306.67,103.3,3 Sep,5 Sep,22 Sep,0,,
NZ Oil & Gas,ordinary,NZO,F,2.2645,-,4.6711,-,3,-,2.4311,2.5837,10 Sep,12 Sep,26 Sep,0,,
NIB Hldgs,ordinary,NHF,F,14.75,-,20.0,100,-,-,5.0,5.0,10 Sep,12 Sep,3 Oct,0,,
Nick Scali,ordinary,NCK,F,7.0,-,13.0,100,-,-,6.0,6.0,3 Oct,8 Oct,30 Oct,0,,
Nine Entertainment,ordinary,NEC,F,4.2,-,4.2,-,-,-,-,-,3 Sep,5 Sep,17 Oct,0,,
Northern Star Res,ordinary,NST,F,2.5,-,3.5,100,-,-,1.0,2.5,11 Sep,15 Sep,3 Oct,0,,
NRW Hldgs,ordinary,NWH,F,5.0,-,9.0,100,-,-,8.0,5.0,8 Oct,10 Oct,29 Oct,0,,
NSX Sug,ordinary - national,SUG,F,3.0,-,3.0,100,-,-,-,-,10 Sep,12 Sep,30 Sep,0,,
Oil Search,ordinary,OSH,I,2.1844,-,2.1844,-,3,-,2.1429,-,9 Sep,11 Sep,7 Oct,0,,
Origin Energy,ordinary,ORG,F,25.0,-,50.0,-,3,-,25.0,25.0,26 Aug,28 Aug,26 Sep,0,,
Orora,ordinary,ORA,F,3.0,-,6.0,-,3,-,-,-,8 Sep,10 Sep,8 Oct,0,,
OrotonGroup,ordinary,ORL,F,8.0,-,16.0,100,-,-,22.0,-,3 Oct,8 Oct,22 Oct,1,,
OZ Minerals,ordinary,OZL,I,10.0,-,10.0,-,4,-,10.0,-,9 Sep,11 Sep,25 Sep,0,,
Pacific Energy,ordinary,PEA,F,1.5,-,2.5,100,-,-,-,1.0,25 Aug,27 Aug,24 Sep,0,,
Pacific Star Network,ordinary,PNW,F,0.9,-,1.6,-,-,-,0.59,1.0,3 Sep,5 Sep,26 Sep,0,,
Pact Grp Hldgs,ordinary,PGH,F,9.5,-,9.5,65.00,4,-,-,-,3 Sep,5 Sep,3 Oct,0,,
PanAust,ordinary,PNA,I,3.0,-,3.0,-,3,-,3.0,-,2 Sep,4 Sep,3 Oct,0,,
